"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"1",0.00637606111576166,-0.0883425122034071,-0.0551268756064275,0.0682003084251527,-0.0480581186579349,-0.0540204643197572,-0.0161546782318239,-0.00282124652928758,-0.0132525893062951,0.0246981924130696
"2",-0.0853916179061714,-0.0299821164925081,0.039796548509152,0.028208535033922,-0.0331077652335903,-0.0209262062614136,-0.0224324137565005,-0.0316213074395438,0.014154940176583,0.0226920597061142
"3",-0.0582358326409415,0.0582621622189805,-0.0300263896173694,0.0510321923584972,-0.0844073796005857,-0.0316832231992051,-0.0405110606623011,0.0235112763218892,0.00097193124019006,-0.0305278089098002
"4",0.0161253717134319,-0.0827399340162286,0.0380504027016429,-0.0550046815475085,-0.052213325993026,0.0208430101853594,-0.142548322572482,0.064249360353191,-0.0228080152629169,-0.0324711787363665
"5",-0.0150810893928899,-0.0734529775303065,0.0920409074333908,0.0337150172154414,-0.035359673984593,-0.112675883156781,0.0248748744542661,-0.0146356632357368,0.0365600442196306,-0.020969439747404
"6",-0.0419778951895811,0.0577339287857124,-0.0718145925452157,0.0797623473315944,-0.0391652257622051,-0.0203422917306221,-0.00464268112717454,-0.0209620313903013,-0.0170683255980089,-0.0194885014146005
"7",0.0689992156564948,-0.0143496409256778,-0.0656930911381678,0.00462583086103795,-0.0177036806849387,-0.0296350466024175,-0.0132390799924625,-0.0209434943344081,-0.0445105435849828,-0.0244010541403152
"8",0.00276668653386331,-0.0602950679999799,0.043711200187086,0.0151648712746971,-0.0401606824617326,-0.0295533891205401,-0.134592663902504,-0.0688959542758734,0.00224558327887806,-0.0236958591957842
"9",0.0207832258094689,-0.00617216018838042,0.00785619088797136,-0.0274772993666973,-0.00331544802459064,-0.123470601070851,-0.0908972738672226,-0.0328214741269057,0.173640514974455,0.029221699477847
"10",0.0627307547581978,-0.0596222388820544,0.0361959793370762,-0.0354093731257556,-0.0504434369608346,-0.0937587891551813,0.0261578718545098,0.0161215957082697,-0.0088476871082449,-0.027992444557921
"11",-0.092192641287158,-0.0142351319639575,0.00614419066741319,0.0193895568115726,-0.0285721509472598,-0.0271017507729681,-0.01077761452176,-0.0295289627001761,0.0147265427857573,0.0128479154492017
"12",0.04865311212273,-0.0605538260274463,-0.00409880446453009,-0.109258987319031,0.00329865614648326,0.0575088727893167,-0.00540335828623185,-0.0287431647489403,0.0411930258684802,-0.0225622580157667
"13",0.0557163556912133,-0.042174957949186,0.00032173392606261,-0.106952876135743,-0.0149727283747276,-0.0431801222740969,-0.0237523437262677,-0.00865122570881273,0.0449527706878031,-0.00925083923035175
"14",0.0494858457256525,-0.000797170496075982,-0.00537046139799817,0.0839634587561885,-0.0878272998138917,-0.0420804295265915,-0.0133486137530403,-0.0905383708133372,-0.0287161970574932,-0.0377461232086213
"15",0.0505216035663354,-0.0163118409890939,0.0922800572085736,0.0156146332163104,-0.0424699990191563,0.0228009523485951,-0.0179509081802712,-0.066864361768545,-0.0383442864920262,-0.077810274360207
"16",0.0577265163081591,0.0505212388973175,0.0377357319169206,-0.0932201745865993,0.0257552627570139,-0.0692719451239252,-0.0316046192487193,0.0197981132270419,-0.0118793791415108,-0.042801290371625
"17",0.036786000851606,-0.0365681540371245,-0.0273573026417734,0.00309031728633448,0.0733390086860222,-0.0382534119896507,-0.0893693467961027,0.00257182713718596,0.0815055052552822,0.115366365583315
"18",0.0349790730546954,-0.074028679214019,-0.0573362741309018,-0.0760648922793604,-0.0388672866397265,-0.0442747721409709,0.0757212175768325,-0.0179864504116842,-0.00502876091203532,0.0180255138669481
"19",0.0884305692996376,0.032227097410667,-0.0126888161000908,-0.0166277903729917,0.0184330243727876,-0.0466437705567962,-0.00852571945340884,0.0340045287052467,-0.0124272600984538,-0.0566901178449009
"20",-0.0248198841338313,-0.0811157586867408,-0.0156715230317731,-0.0360415143829109,0.0700922128267853,-0.077200733949354,-0.0471623421640117,0.0882299403605944,-0.0462317385357614,0.00509009374286576
"21",-0.0766940299730206,-0.0612944580125605,0.00878333373293148,-0.0321045434607373,0.0539329963610733,0.000813597224541941,0.0122122608865178,-0.0383100811456905,-0.0263842898445976,-0.0368957402705786
"22",-0.043383886037671,-0.0740435009456046,-0.00780851201726295,-0.0581614757771372,0.0412959421843405,-0.0768422741287252,0.0416045112253718,-0.0185945108791576,-0.056852323581365,0.0581809994340479
"23",-0.0415946527605176,0.0400098290572839,-0.0412045911307757,-0.0521913568749773,-0.0922027423563632,0.0169505272941195,-0.125735275366789,0.0836009946191406,0.0280426208649117,-0.00663983801335419
"24",-0.011079422327326,0.0167001543552469,0.0247868934490691,-0.0778558843447191,0.0607863485506879,-0.134597355182439,-0.0483074141700198,0.0822240609435268,0.0313850708705118,-0.0280350446393148
"25",-0.0671462881169172,-0.0734888875502536,0.0370805168554537,-0.0586861006850771,0.0366013843528715,-0.0356576937728868,0.0114262513341028,0.0127028671223864,-0.00787499503928057,0.00538303874097227
"26",0.0528822080067256,0.0278686629018851,-0.0429009635617726,-0.0906405927697398,0.071784766856175,-0.0167288567183244,-0.0230847088881915,0.0261593356830943,-0.0818346144653012,0.0108655625284893
"27",0.0491913845312559,0.0185649907897762,-0.008538460786394,-0.0435869826069539,-0.0264623173202702,-0.124287049992902,0.0175534389185879,0.126516489883145,0.00232299307942126,0.036114885643909
"28",0.0824541869798145,-0.0425931457658823,-0.0197346686133317,-0.0105978666691609,-0.00164247146604307,-0.0493285236313718,-0.0104904807443879,-0.000492770440405976,-0.0347846614471478,-0.0218423276634367
"29",0.0117669578523153,0.0877756919848752,-0.064280485609681,0.0386636331934489,0.0272154574472821,-0.00129341596064415,-0.0674746461501506,0.0314342102870148,-0.0511251759405135,0.0504689514361916
"30",-0.0853200447372284,-0.0167841681275272,0.0314989329013427,-0.0163521553855324,-0.0269296242017924,0.0254805474506217,-0.053013619617625,-0.0211034285816192,-0.0191577533084713,0.0421750427185232
"31",0.0632227606468575,-0.0488501769394697,-0.00950833554148276,-0.0616807366078681,0.065112015196751,0.0881687828296028,0.0292442853715412,-0.0110700980355775,-0.0122960103819247,0.0408526681695477
"32",0.0554553485842407,-0.0326644990187787,0.0121599174509984,-0.0845715617669313,0.0156454534850171,0.0883132830949708,-0.0446819513000659,0.00528302950625941,-0.0453607407063135,0.0597549839334832
"33",-0.0233064535981892,-0.00244838927148919,-0.125544790654464,-0.019330369901163,0.00675158166637931,-0.0192259395628156,0.0250267282043126,-0.0353831783671562,-0.0357756998076109,0.0030898774514623
"34",-0.027543504918253,0.0154950684304105,0.0049617408035174,-0.0607078290332459,0.122757263131785,0.0883717275049162,-0.0709406432239851,-0.00291192276464737,-0.101037394039206,0.060951641399092
"35",0.0236083977378137,-0.0782960597438632,0.0331778404076172,-0.0727672789505052,0.0874318773145678,0.0218477461995813,-0.0173239771777216,0.0416995368140802,-0.0745925481326651,-0.000881570818010902
"36",0.0835186122923156,0.0195612893242105,-0.0161164279318184,0.018651920389405,0.0359217933725528,-0.00122747999792433,-0.0677851225130217,-0.016033598422251,0.0255521544232334,-0.026037030252811
"37",0.0560439513542403,-0.0764116053877492,-0.0588722886233691,0.00378297859564462,-0.0204819376823418,0.0662284242418415,0.0257538270921213,-0.0518563492140823,0.044058480209977,0.0295086633919827
"38",0.0402676948334361,-0.0529937948307381,0.00437449928101984,0.0267137000723928,0.0465499533189465,0.0127624304480179,0.0113116459699805,0.101321344203564,-0.0188148496464288,-0.0222309875555595
"39",-0.0158535696007124,-0.0138618526051446,0.0777914542338416,0.078373059137238,-0.0494626018773787,-0.0253769269185387,-0.0329007387172734,-0.0561168486745307,0.0936563554375171,-0.00863431018217461
"40",0.066663952769711,-0.0733903355922555,-0.0379064909858061,0.0384240055553698,-0.00507010617467538,0.0363544821964624,0.0047077188657165,-0.0639502500065253,-0.0173193746082853,-0.0271675660602954
"41",0.0370351550395685,-0.00522964989984292,-0.0163251649968163,-0.088460384652803,0.0194071462954738,0.126899852843539,0.0421108743035151,0.00609004322148805,0.0610800583141425,-0.090140402257524
"42",-0.062991483957972,-0.0422538212151687,0.0221553869084311,-0.0179458523511945,-0.0562749615366658,0.0257725248221082,-0.104985547457703,0.0613545762994755,0.0831886585881645,-0.0070472417698849
"43",-0.00217524296858702,-0.0949460483277223,0.0998429691609011,-0.00635556307841801,0.0415486158048149,-0.0282318537422855,0.0271360961054001,-0.0150197666355806,-0.00441490796971344,-0.00936684917266009
"44",0.0783343048444591,0.0041429228476531,0.0225698753854958,-0.0345393272887793,-0.0012680501040559,-0.0355220923878968,0.0156230019431349,0.100457225469932,-0.00406628241941666,0.0243219356931874
"45",0.0416447757788463,-0.0707219157140777,-0.0859052580677701,0.00137291214160547,0.0272916880225989,0.0245101058584122,-0.0140066892411189,-0.0540967797501949,0.0416913896419037,0.0395780912455089
