model1,model2,Q_params correlation,state_freq correlation,Q_exchange correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_exchange distance,Q_matrix distance
Q.p__Chlamydiota,Q.p__Fusobacteriota,0.9427697432235265,0.8558439414263052,0.9427697432235274,0.9407577444174356,0.04175244752293823,0.08484465376203736,12.7167852262173,1.1906706364547641
Q.p__Chlamydiota,Q.p__Caldisericota,0.9613449750756691,0.9494467469647297,0.9613449750756692,0.9730631034256656,0.034739228195522165,0.04169016810951954,10.926578588020991,0.7025403134237156
Q.p__Chlamydiota,Q.p__Zixibacteria,0.9821951199776549,0.9486270321799953,0.982195119977655,0.9831666485894333,0.023882910176726092,0.04197135751914632,7.5288703501289636,0.5963492501275472
Q.p__Chlamydiota,Q.p__Marinisomatota,0.9759719944840007,0.9136428942056661,0.9759719944840008,0.9791566800138752,0.027367356840743547,0.055384344168726965,8.384479610956681,0.7259864766726517
Q.p__Chlamydiota,Q.p__Margulisbacteria,0.9888467292267342,0.9831697751333307,0.9888467292267354,0.990742911502907,0.019698430284888047,0.025616671231836495,6.616724943734369,0.46372510183094784
Q.p__Chlamydiota,Q.p__Fibrobacterota,0.9855398965505324,0.9259731641504352,0.9855398965505325,0.9832830147682217,0.02131696973119046,0.05007665688721642,6.411807164902723,0.6367436163738004
Q.p__Chlamydiota,Q.p__Bipolaricaulota,0.9763021120722849,0.7851450959849876,0.9763021120722853,0.9254615441451984,0.026969398454381985,0.09154839097439124,8.847095870060478,1.1171993280500196
Q.p__Chlamydiota,Q.p__Spirochaetota,0.9899711685580891,0.9579188733521292,0.9899711685580902,0.9876751042498504,0.018093522182281208,0.03824426350447868,5.809326454607064,0.5345356644754707
Q.p__Chlamydiota,Q.p__Chlamydiota,0.9999999999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Q.p__Chlamydiota,Q.p__Synergistota,0.9855804556652942,0.8982165328061057,0.9855804556652941,0.9702368756087013,0.021073277379645927,0.05986117698475365,6.475710037591533,0.6834862873610164
Q.p__Chlamydiota,Q.p__Deinococcota,0.9705748107700353,0.7040522556669938,0.970574810770036,0.9041012859805949,0.032894818374877864,0.1160798421389347,15.079451587836807,1.6110325898354214
Q.p__Chlamydiota,Q.p__Poribacteria,0.9483706636562874,0.8816778250397741,0.9483706636562887,0.9346541345422918,0.03986942047208832,0.06257547406132853,11.994058273024821,1.0452803821530283
Q.p__Chlamydiota,Q.p__Krumholzibacteriota,0.9763678073532751,0.7465132152274137,0.9763678073532753,0.9384546884357341,0.026969067673607804,0.09854765135202359,9.309340065784063,1.179511694815766
Q.p__Chlamydiota,Q.p__Deferribacterota,0.9616343352424542,0.9227822730745346,0.9616343352424543,0.9731951587792443,0.03428184903581305,0.0511053109666696,10.656433817071553,0.874326978864213
Q.p__Chlamydiota,Q.p__Dependentiae,0.9892969189836067,0.9695224294703658,0.9892969189836066,0.9923046899653802,0.018215408312019257,0.03258211084322193,5.896131609659766,0.5138352811278798
Q.p__Synergistota,Q.p__Eisenbacteria,0.9570212403955517,0.886205014209469,0.9570212403955515,0.9534207828996234,0.03579373963605047,0.06876876685676427,11.705949649705675,0.9886430255001678
Q.p__Synergistota,Q.p__Gemmatimonadota,0.9483464334550129,0.8357268525156383,0.9483464334550139,0.9402549381930807,0.044559332307914444,0.09588366846340413,20.16723253700302,1.4068068610897435
Q.p__Synergistota,Q.p__Thermotogota,0.9558963429849692,0.8542939927644887,0.955896342984969,0.9498060530961733,0.03609952923451487,0.07447790658980688,11.408936407448596,0.9626967011656256
Q.p__Synergistota,Q.p__Cloacimonadota,0.9688660234166506,0.8264845859813051,0.9688660234166502,0.948163402503203,0.0303433411713571,0.07884194772454571,9.513709292540582,0.9288828009813728
Q.p__Synergistota,Q.p__Fusobacteriota,0.9403763662166301,0.7491087418549532,0.9403763662166301,0.9064240786078416,0.042140266038039914,0.10875572981686987,13.05828451444479,1.4100409658475863
Q.p__Synergistota,Q.p__Caldisericota,0.9635663054676837,0.893704460715186,0.9635663054676838,0.9700962947552146,0.03290406437197423,0.05976830286196857,10.974120410334335,0.7360153199729694
Q.p__Synergistota,Q.p__Zixibacteria,0.9810398967032041,0.9719568979730259,0.9810398967032044,0.9834746967927839,0.02475890087651324,0.03128993601783168,7.686272010788046,0.5568974430127794
Q.p__Synergistota,Q.p__Marinisomatota,0.9765162860152268,0.7912511746250859,0.9765162860152262,0.9487664341101629,0.02695496383461527,0.08613519277856177,8.562601930092509,0.9303494545003178
Q.p__Synergistota,Q.p__Margulisbacteria,0.9725421382459456,0.8991006139602825,0.9725421382459454,0.9675701530876993,0.028550131281635176,0.05816830722137271,9.529465708693966,0.7099055478642233
Q.p__Synergistota,Q.p__Fibrobacterota,0.9778076118466232,0.9838921357937994,0.9778076118466219,0.9864185138327434,0.02635771693800536,0.02516331252041352,8.034957619179778,0.4852362789511718
Q.p__Synergistota,Q.p__Bipolaricaulota,0.9831024236484105,0.9364737105702345,0.9831024236484112,0.9732936423598695,0.022378134605002962,0.05077422643428455,7.419597934194103,0.7091251163931239
Q.p__Synergistota,Q.p__Spirochaetota,0.9874398075167659,0.9713167661079464,0.9874398075167666,0.9880289375868526,0.01938672462863403,0.032055438181375705,6.647347491489258,0.47631238700110273
Q.p__Synergistota,Q.p__Chlamydiota,0.9855804556652942,0.8982165328061057,0.9855804556652941,0.9702368756087013,0.021073277379645927,0.05986117698475365,6.475710037591533,0.6834862873610164
Q.p__Synergistota,Q.p__Synergistota,0.9999999999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Q.p__Synergistota,Q.p__Deinococcota,0.9560945364612541,0.8795503036005947,0.9560945364612535,0.9433401274049674,0.03987222746207556,0.07724940885857963,16.394070157161,1.3398024457555928
