model1,model2,Q_params correlation,state_freq correlation,Q_exchange correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_exchange distance,Q_matrix distance
Q.p__Cyanobacteriota,Q.p__Cyanobacteriota,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Q.p__Cyanobacteriota,Q.p__Eisenbacteria,0.9591131333174919,0.7697910873010675,0.9591131333174914,0.9128248562849115,0.035371818956573556,0.09493569308747896,11.955491786873624,1.2866223358648776
Q.p__Cyanobacteriota,Q.p__Gemmatimonadota,0.9446568060244963,0.7186704531389132,0.944656806024496,0.8945081462697334,0.045567981463917835,0.12051893300639531,22.02748482137465,1.7525042532699808
Q.p__Cyanobacteriota,Q.p__Thermotogota,0.9495760220894925,0.875891720394242,0.9495760220894919,0.9395718719741429,0.03916324053851111,0.06833187021441751,11.324410787363902,1.0638268198184058
Q.p__Cyanobacteriota,Q.p__Cloacimonadota,0.974789456258569,0.9201832674774044,0.9747894562585694,0.972982243787379,0.02784285658236282,0.05291351511665049,8.120065217172213,0.7267776856989874
Q.p__Cyanobacteriota,Q.p__Actinomycetota,0.9620818947350236,0.7827800818630907,0.9620818947350236,0.9242407314696643,0.03636431546716066,0.0936854040232522,11.685325252638266,1.1870571088356758
Q.p__Cyanobacteriota,Q.p__Chloroflexota,0.9833805174497002,0.8719726738077266,0.9833805174496995,0.9623137334762559,0.023383851557607818,0.06535374654141873,7.774389171584261,0.7560852519612034
Q.p__Cyanobacteriota,Q.p__Fusobacteriota,0.9449611678195367,0.8165263152558581,0.9449611678195368,0.9269756029597856,0.040995622961832075,0.09523784834297759,12.346137376065322,1.3051634642096728
Q.p__Cyanobacteriota,Q.p__Caldisericota,0.9519935248125382,0.9393048778350366,0.9519935248125383,0.9611507157858702,0.038457309890558254,0.04265361417277555,11.130203396305458,0.7795813709182428
Q.p__Cyanobacteriota,Q.p__Zixibacteria,0.9772011359866555,0.9703075156950107,0.9772011359866563,0.9763042074050938,0.026993210174171514,0.030789455743809434,8.898737550969145,0.7005414073858378
Q.p__Cyanobacteriota,Q.p__Marinisomatota,0.981092777887846,0.8916443240331224,0.9810927778878464,0.9745714653233405,0.024293727636419248,0.06061236469566255,6.992814654601595,0.7466381497425993
Q.p__Cyanobacteriota,Q.p__Aquificota,0.936667622581222,0.8706540971700786,0.9366676225812205,0.9155513128934016,0.04381653171423468,0.0803784024598648,13.3076346662309,1.3908943455092269
Q.p__Cyanobacteriota,Q.p__Margulisbacteria,0.9664755374861537,0.9768694799576044,0.9664755374861532,0.971289145597886,0.03227655108196741,0.02613086041446015,9.316228645873391,0.7094949953652989
Q.p__Cyanobacteriota,Q.p__Fibrobacterota,0.9659602861136544,0.9498882287283015,0.9659602861136538,0.9744813862733845,0.03269333558545586,0.03845695578175683,9.78527209283059,0.6905684722189892
Q.p__Cyanobacteriota,Q.p__Bipolaricaulota,0.9802328928533491,0.8469064687290196,0.9802328928533488,0.9358425517400848,0.024741387255764295,0.07689725159587957,8.805271971462778,1.0572788382178027
Q.p__Cyanobacteriota,Q.p__Spirochaetota,0.980145737662702,0.9721733969493828,0.9801457376627029,0.9830116717884803,0.02493598387571762,0.028898940015163185,7.168677243912268,0.521419358804176
Q.p__Cyanobacteriota,Q.p__Chlamydiota,0.9767724006147569,0.9599447263653091,0.9767724006147568,0.9772578433103853,0.026858687857645367,0.03777689422120352,8.163949492384434,0.7662248041895668
Q.p__Cyanobacteriota,Q.p__Acidobacteriota,0.9797606102253871,0.8532812880533529,0.9797606102253866,0.9537258049950879,0.02585178499987318,0.07406288070957003,9.874104816928124,0.9218224447942777
Q.p__Cyanobacteriota,Q.p__Synergistota,0.9787606825983435,0.9206911979696735,0.9787606825983435,0.9680342084861682,0.0255673274591363,0.051835137416621165,8.058229782407867,0.7392615142989251
Q.p__Cyanobacteriota,Q.p__Deinococcota,0.9479180024405319,0.7813392178012661,0.9479180024405311,0.8992756611117276,0.04288487825335328,0.10077510424703119,18.584354645408133,1.680087159356726
Q.p__Cyanobacteriota,Q.p__Poribacteria,0.9743249511609593,0.9525748259735197,0.9743249511609594,0.9651611385584916,0.028153824687495752,0.03675626494898522,8.2821689169834,0.6507425445275564
Q.p__Cyanobacteriota,Q.p__Krumholzibacteriota,0.9651851487220976,0.8215396359790361,0.9651851487220976,0.9391952264083665,0.03275866892330744,0.08152358386381207,11.577153115138714,1.1293992194671159
Q.p__Cyanobacteriota,Q.p__Patescibacteria,0.9571308046052837,0.9536690974288885,0.9571308046052831,0.9650384888974958,0.03701620568108742,0.041111632064416995,10.619047706168761,0.8741879168207105
Q.p__Cyanobacteriota,Q.p__Deferribacterota,0.9642758128251279,0.934185440677499,0.9642758128251275,0.9663354503181417,0.03312300547193671,0.04428306642498913,9.596230477111911,0.7599373024914612
Q.p__Cyanobacteriota,Q.p__Dependentiae,0.9792670807012827,0.9605802841275719,0.979267080701283,0.9746928539705085,0.02526469182423159,0.03681419861955439,7.307205226859243,0.7063050545555974
Q.p__Cyanobacteriota,Q.p__Verrucomicrobiota,0.977305898702083,0.898102722957342,0.9773058987020835,0.9657635288783527,0.027379987656456294,0.05804271423701687,9.100327867170634,0.7554992457164726
Q.p__Cyanobacteriota,Q.p__Bacillota_I,0.9156218673342259,0.8577229388188807,0.9156218673342257,0.9425445113946634,0.05032338983305255,0.07414208026485364,14.580332117521326,1.0657024567963498
